"ADDRESS","BOROUGH","BIN","ZIP","CD","HPD_VIOLATIONS","DOB_VIOLATIONS","TOTAL_VIOLATIONS","DWELLING_UNITS","VIO_UNITS_RATIO"
"3347 FISH AVENUE","Bronx","2060618","10469","212","12","0","12","4","3"
"3319 FISH AVENUE","Bronx","2060632","10469","212","21","0","21","3","7"
"3355 SEYMOUR AVENUE","Bronx","2060678","10469","212","27","1","28","4","7"
"3347 SEYMOUR AVENUE","Bronx","2060682","10469","212","12","0","12","4","3"
"3326 FISH AVENUE","Bronx","2060719","10469","212","17","0","17","3","5.7"
"3357 FENTON AVENUE","Bronx","2060744","10469","212","9","0","9","3","3"
"3349 FENTON AVENUE","Bronx","2060747","10469","212","47","7","54","3","18"
"3231 SEYMOUR AVENUE","Bronx","2060900","10469","212","18","0","18","4","4.5"
"1352 BURKE AVENUE","Bronx","2061697","10469","212","10","0","10","3","3.3"
"2962 WICKHAM AVENUE","Bronx","2062589","10469","212","44","7","51","3","17"
"2960 WICKHAM AVENUE","Bronx","2062590","10469","212","16","0","16","3","5.3"
"3972 BRONX BOULEVARD","Bronx","2062853","10466","212","23","0","23","5","4.6"
"627 EAST 222 STREET","Bronx","2062901","10467","212","26","0","26","7","3.7"
"3939 WHITE PLAINS ROAD","Bronx","2062933","10466","212","18","0","18","3","6"
"687 EAST 223 STREET","Bronx","2062936","10466","212","38","1","39","3","13"
"649 EAST 223 STREET","Bronx","2062947","10466","212","18","0","18","3","6"
"654 EAST 224 STREET","Bronx","2062963","10466","212","98","0","98","47","2.1"
"667 EAST 224 STREET","Bronx","2062981","10466","212","37","0","37","3","12.3"
"685 EAST 225 STREET","Bronx","2063011","10466","212","182","1","183","46","4"
"662 EAST 226 STREET","Bronx","2063036","10466","212","44","1","45","3","15"
"658 EAST 227 STREET","Bronx","2063068","10466","212","10","0","10","3","3.3"
"687 EAST 226 STREET","Bronx","2063075","10466","212","41","0","41","4","10.3"
"4036 LOWERRE PLACE","Bronx","2063090","10466","212","20","0","20","4","5"
"4043 LOWERRE PLACE","Bronx","2063098","10466","212","18","1","19","3","6.3"
"4059 WHITE PLAINS ROAD","Bronx","2063133","10466","212","18","0","18","4","4.5"
"645 EAST 228 STREET","Bronx","2063151","10466","212","52","0","52","5","10.4"
"647 EAST 229 STREET","Bronx","2063195","10466","212","18","0","18","3","6"
"674 EAST 231 STREET","Bronx","2063249","10466","212","17","0","17","4","4.3"
"680 EAST 231 STREET","Bronx","2063250","10466","212","16","0","16","5","3.2"
"694 EAST 231 STREET","Bronx","2063253","10466","212","13","3","16","4","4"
"721 EAST 222 STREET","Bronx","2063314","10467","212","48","0","48","5","9.6"
"723 EAST 223 STREET","Bronx","2063365","10466","212","17","0","17","4","4.3"
"769 EAST 224 STREET","Bronx","2063391","10466","212","35","0","35","7","5"
"755 EAST 224 STREET","Bronx","2063397","10466","212","25","0","25","7","3.6"
"753 EAST  224 STREET","Bronx","2063398","10466","212","31","1","32","7","4.6"
"751 EAST 224 STREET","Bronx","2063399","10466","212","45","0","45","7","6.4"
"4009 BARNES AVENUE","Bronx","2063453","10466","212","11","0","11","3","3.7"
"753 EAST 226 STREET","Bronx","2063462","10466","212","26","2","28","7","4"
"711 EAST 228 STREET","Bronx","2063559","10466","212","51","0","51","16","3.2"
"711 EAST 230 STREET","Bronx","2063646","10466","212","116","1","117","42","2.8"
"718 EAST 232 STREET","Bronx","2063682","10466","212","16","0","16","3","5.3"
"756 EAST 232 STREET","Bronx","2063686","10466","212","18","0","18","3","6"
"836 EAST  223 STREET","Bronx","2063758","10466","212","12","0","12","3","4"
"3942 BARNES AVENUE","Bronx","2063810","10466","212","28","0","28","7","4"
"812 EAST 226 STREET","Bronx","2063899","10466","212","20","0","20","6","3.3"
"801 EAST  226 STREET","Bronx","2063936","10466","212","44","0","44","8","5.5"
"826 EAST 227 STREET","Bronx","2063949","10466","212","29","0","29","5","5.8"
"841 EAST 227 STREET","Bronx","2063971","10466","212","22","0","22","5","4.4"
"830 EAST 230 STREET","Bronx","2064095","10466","212","65","0","65","4","16.3"
"836 EAST 230 STREET","Bronx","2064098","10466","212","17","0","17","4","4.3"
"4126 BARNES AVENUE","Bronx","2064141","10466","212","10","0","10","3","3.3"
"869 EAST 231 STREET","Bronx","2064172","10466","212","19","0","19","5","3.8"
"824 EAST 232 STREET","Bronx","2064200","10466","212","20","0","20","5","4"
"860 EAST 232 STREET","Bronx","2064212","10466","212","39","3","42","4","10.5"
"847 EAST 232 STREET","Bronx","2064225","10466","212","25","0","25","6","4.2"
"806 EAST 233 STREET","Bronx","2064245","10466","212","15","0","15","3","5"
"916 EAST 223 STREET","Bronx","2064278","10466","212","33","0","33","3","11"
"901 EAST 223 STREET","Bronx","2064327","10466","212","12","0","12","3","4"
"916 EAST 224 STREET","Bronx","2064333","10466","212","65","0","65","4","16.3"
"924 EAST 224 STREET","Bronx","2064336","10466","212","37","0","37","4","9.3"
"936 EAST 224 STREET","Bronx","2064340","10466","212","14","0","14","4","3.5"
"961 EAST  224 STREET","Bronx","2064367","10466","212","40","2","42","4","10.5"
"950 EAST 225 STREET","Bronx","2064410","10466","212","65","1","66","5","13.2"
"956 EAST 225 STREET","Bronx","2064412","10466","212","21","1","22","3","7.3"
"3988 BRONXWOOD AVENUE","Bronx","2064442","10466","212","23","21","44","3","14.7"
"4005 PAULDING AVENUE","Bronx","2064467","10466","212","10","0","10","3","3.3"
"940 EAST 227 STREET","Bronx","2064504","10466","212","0","21","21","3","7"
"966 EAST  227 STREET","Bronx","2064511","10466","212","14","0","14","3","4.7"
"962 EAST 228 STREET","Bronx","2064563","10466","212","10","0","10","3","3.3"
"915 EAST 229 STREET","Bronx","2064639","10466","212","64","3","67","4","16.8"
"1038 EAST 224 STREET","Bronx","2064889","10466","212","12","0","12","3","4"
"1056 EAST  226 STREET","Bronx","2064984","10466","212","20","0","20","3","6.7"
"4008 PAULDING AVENUE","Bronx","2065004","10466","212","16","0","16","5","3.2"
"1047 EAST 227 STREET","Bronx","2065047","10466","212","7","2","9","3","3"
"1052 EAST 232 STREET","Bronx","2065319","10466","212","56","0","56","6","9.3"
"3424 GRACE AVENUE","Bronx","2065541","10469","212","11","0","11","3","3.7"
"1208 EAST 224 STREET","Bronx","2065773","10466","212","15","0","15","3","5"
"3689 EASTCHESTER ROAD","Bronx","2065831","10466","212","47","0","47","3","15.7"
"4180 LACONIA AVENUE","Bronx","2066094","10466","212","9","0","9","3","3"
"2232 LIGHT STREET","Bronx","2066461","10466","212","18","0","18","3","6"
"2236 LIGHT STREET","Bronx","2066463","10466","212","15","0","15","3","5"
"3910 SETON AVENUE","Bronx","2066840","10466","212","148","1","149","6","24.8"
"3959 AMUNDSON AVENUE","Bronx","2066868","10466","212","18","0","18","3","6"
"4018 PRATT AVENUE","Bronx","2067029","10466","212","37","0","37","3","12.3"
"1800 EDENWALD AVENUE","Bronx","2067267","10466","212","114","0","114","3","38"
"4014 AMUNDSON AVENUE","Bronx","2067947","10466","212","16","0","16","3","5.3"
"687 EAST 234 STREET","Bronx","2068071","10466","212","31","0","31","7","4.4"
"685 EAST 234 STREET","Bronx","2068072","10466","212","15","34","49","6","8.2"
"683 EAST 234 STREET","Bronx","2068073","10466","212","23","1","24","6","4"
"655 EAST 234 STREET","Bronx","2068076","10466","212","203","0","203","55","3.7"
"4240 BYRON AVENUE","Bronx","2068188","10466","212","28","0","28","7","4"
"730 EAST 236 STREET","Bronx","2068245","10466","212","202","3","205","78","2.6"
"1733 EDENWALD AVENUE","Bronx","2068370","10466","212","9","0","9","3","3"
"4247 DIGNEY AVENUE","Bronx","2068449","10466","212","12","0","12","4","3"
"4118 BRUNER AVENUE","Bronx","2068704","10466","212","26","0","26","3","8.7"
"4218 EDSON AVENUE","Bronx","2069081","10466","212","10","0","10","3","3.3"
"633 EAST 236 STREET","Bronx","2069628","10466","212","15","0","15","3","5"
"4383 MATILDA AVENUE","Bronx","2069737","10466","212","38","0","38","7","5.4"
"4381 MATILDA AVENUE","Bronx","2069738","10466","212","42","0","42","7","6"
"4305 FURMAN AVENUE","Bronx","2069782","10466","212","131","0","131","43","3"
"731 EAST 236 STREET","Bronx","2069808","10466","212","50","0","50","3","16.7"
"4381 BARNES AVENUE","Bronx","2069914","10466","212","13","0","13","4","3.3"
"4360 BAYCHESTER AVENUE","Bronx","2070413","10466","212","164","1","165","69","2.4"
"609 NEREID AVENUE","Bronx","2070566","10470","212","20","0","20","5","4"
"606 EAST  239 STREET","Bronx","2070575","10470","212","12","0","12","4","3"
"4429 CARPENTER AVENUE","Bronx","2070588","10470","212","45","0","45","7","6.4"
"4401 CARPENTER AVENUE","Bronx","2070598","10470","212","15","2","17","3","5.7"
"4439 FURMAN AVENUE","Bronx","2070730","10466","212","60","1","61","5","12.2"
"749 NEREID AVENUE","Bronx","2070775","10466","212","89","0","89","25","3.6"
"4511 MATILDA AVENUE","Bronx","2070910","10470","212","16","0","16","3","5.3"
"4635 CARPENTER AVENUE","Bronx","2070951","10470","212","0","12","12","3","4"
"4632 CARPENTER AVENUE","Bronx","2070973","10470","212","200","1","201","21","9.6"
"681 EAST 239 STREET","Bronx","2071028","10470","212","28","0","28","4","7"
"4556 RICHARDSON AVENUE","Bronx","2071042","10470","212","36","0","36","3","12"
"4566 RICHARDSON AVENUE","Bronx","2071044","10470","212","40","0","40","5","8"
"4562 WHITE PLAINS ROAD","Bronx","2071134","10470","212","16","1","17","3","5.7"
"4400 WICKHAM AVENUE","Bronx","2071196","10466","212","68","1","69","23","3"
"4435 MUNDY LANE","Bronx","2071605","10466","212","36","0","36","3","12"
"4731 RICHARDSON AVENUE","Bronx","2071751","10470","212","30","1","31","4","7.8"
"4727 WHITE PLAINS ROAD","Bronx","2071767","10470","212","79","1","80","14","5.7"
"715 CRANFORD AVENUE","Bronx","2071833","10470","212","15","1","16","4","4"
"718 PENFIELD STREET","Bronx","2071873","10470","212","24","0","24","7","3.4"
"719 EAST  242 STREET","Bronx","2071912","10470","212","197","1","198","4","49.5"
"717 EAST 242 STREET","Bronx","2071913","10470","212","61","0","61","4","15.3"
"708 EAST 243 STREET","Bronx","2071916","10470","212","242","3","245","50","4.9"
"740 EAST 243 STREET","Bronx","2071921","10470","212","320","6","326","72","4.5"
"853 EAST 242 STREET","Bronx","2072064","10470","212","9","1","10","3","3.3"
"956 CRANFORD AVENUE","Bronx","2072245","10466","212","37","0","37","3","12.3"
"879 CRANFORD AVENUE","Bronx","2072282","10466","212","47","0","47","3","15.7"
"1225 HOLLYWOOD AVENUE","Bronx","2073333","10461","210","28","0","28","4","7"
"1367 ELLISON AVENUE","Bronx","2073494","10461","210","29","0","29","4","7.3"
"2915 LA SALLE AVENUE","Bronx","2073762","10461","210","107","0","107","5","21.4"
"1426 EDWARDS AVENUE","Bronx","2074082","10461","210","30","0","30","6","5"
"2897 HARRINGTON AVENUE","Bronx","2074258","10461","210","8","3","11","3","3.7"
"2806 WELLMAN AVENUE","Bronx","2074333","10461","210","11","0","11","3","3.7"
"1539 MAYFLOWER AVENUE","Bronx","2074389","10461","210","99","5","104","4","26"
"1666 OHM AVENUE","Bronx","2075950","10465","210","23","0","23","3","7.7"
"1075 EDISON AVENUE","Bronx","2076434","10465","210","213","2","215","28","7.7"
"1055 HUNTINGTON AVENUE","Bronx","2079789","10465","210","15","0","15","3","5"
"2881 PHILIP AVENUE","Bronx","2079895","10465","210","12","0","12","4","3"
"832 CALHOUN AVENUE","Bronx","2079991","10465","210","32","0","32","4","8"
"185 CITY ISLAND AVENUE","Bronx","2081930","10464","210","73","8","81","6","13.5"
"452 CITY ISLAND AVENUE","Bronx","2082784","10464","210","48","1","49","6","8.2"
"456 CITY ISLAND AVENUE","Bronx","2082786","10464","210","103","0","103","6","17.2"
"202 WEST 236 STREET","Bronx","2083690","10463","208","25","0","25","7","3.6"
"3425 KINGSBRIDGE AVENUE","Bronx","2083716","10463","208","185","0","185","55","3.4"
"3251 CAMBRIDGE AVENUE","Bronx","2084078","10463","208","10","0","10","3","3.3"
"3241 JOHNSON AVENUE","Bronx","2084108","10463","208","9","0","9","3","3"
"413 EAST 173 STREET","Bronx","2086669","10457","203","9","0","9","3","3"
"2464 BEAUMONT AVENUE","Bronx","2086804","10458","206","20","3","23","6","3.8"
"943 ARNOW AVENUE","Bronx","2087293","10469","211","10","0","10","3","3.3"
"3520 CORSA AVENUE","Bronx","2087328","10469","212","135","0","135","3","45"
"1488 HICKS STREET","Bronx","2087331","10469","212","148","0","148","3","49.3"
"2956 RANDALL AVENUE","Bronx","2087434","10465","210","10","0","10","3","3.3"
"364 HUNTINGTON AVENUE","Bronx","2087475","10465","210","9","0","9","3","3"
"368 HUNTINGTON AVENUE","Bronx","2087476","10465","210","19","1","20","3","6.7"
"391 HUNTINGTON AVENUE","Bronx","2087484","10465","210","11","0","11","3","3.7"
"383 HUNTINGTON AVENUE","Bronx","2087486","10465","210","11","0","11","3","3.7"
"541 EDISON AVE","Bronx","2087936","10465","210","16","0","16","3","5.3"
"1934 HOLLAND AVENUE","Bronx","2088074","10462","211","24","1","25","3","8.3"
"1936 HOLLAND AVENUE","Bronx","2088075","10462","211","13","1","14","3","4.7"
"1350 PROSPECT AVENUE","Bronx","2088306","10459","203","26","0","26","3","8.7"
"4217 THROGS NECK EXPRESSWAY","Bronx","2088636","10465","210","11","1","12","3","4"
"3374 CORSA AVENUE","Bronx","2090177","10469","212","9","0","9","3","3"
"3019 ELY AVENUE","Bronx","2090189","10469","212","11","1","12","3","4"
"2971 EDSON AVENUE","Bronx","2090204","10469","212","12","0","12","3","4"
"3406 BRUNER AVENUE","Bronx","2090224","10469","212","11","2","13","3","4.3"
"1112 E. 225 STREET","Bronx","2090241","10466","212","0","13","13","3","4.3"
"1118 EAST  225 STREET","Bronx","2090245","10466","212","10","1","11","3","3.7"
"4602 BRONX BOULEVARD","Bronx","2090266","10470","212","28","0","28","3","9.3"
"2173 NEW ENGLAND THRWY","Bronx","2090285","10475","212","9","0","9","3","3"
"936 INTERVALE AVE","Bronx","2090351","10459","202","131","0","131","27","4.9"
"964 MORRIS AVENUE","Bronx","2090414","10456","204","113","0","113","56","2"
"1388 BRISTOW STREET","Bronx","2090459","10459","203","36","4","40","3","13.3"
"3699 EASTCHESTER ROAD","Bronx","2090555","10466","212","11","0","11","3","3.7"
"430 EAST  138 STREET","Bronx","2091015","10454","201","79","0","79","37","2.1"
"448 EAST  147 STREET","Bronx","2091093","10455","201","62","0","62","16","3.9"
"281 EAST  149 STREET","Bronx","2091155","10451","201","86","0","86","17","5.1"
"370 CYPRESS AVENUE","Bronx","2091297","10454","201","102","6","108","21","5.1"
"728 EAST  142 STREET","Bronx","2091302","10454","201","9","0","9","3","3"
"702 EAGLE AVENUE","Bronx","2091324","10455","201","18","0","18","4","4.5"
"3206 OXFORD AVENUE","Bronx","2091878","10463","208","36","8","44","3","14.7"
"900 FOX STREET","Bronx","2092012","10459","202","85","2","87","20","4.3"
"995 EAST  167 STREET","Bronx","2092029","10459","203","50","0","50","12","4.2"
"1934 DR M L KING JR BOULEVARD","Bronx","2092062","10453","205","76","4","80","21","3.8"
"1928 UNIVERSITY AVENUE","Bronx","2092063","10453","205","81","4","85","21","4"
"711 CROTONA PARK NORTH","Bronx","2092144","10457","206","16","0","16","3","5.3"
"2376 HOFFMAN STREET","Bronx","2092237","10458","206","63","0","63","8","7.9"
"617 EAST  179 STREET","Bronx","2092249","10457","206","38","0","38","8","4.8"
"2380 HUGHES AVENUE","Bronx","2092257","10458","206","98","0","98","18","5.4"
"2407 VALENTINE AVENUE","Bronx","2092396","10458","205","53","0","53","9","5.9"
"2411 GRAND AVENUE","Bronx","2092422","10468","207","18","1","19","5","3.8"
"2485 DEVOE TERRACE","Bronx","2092429","10468","207","139","1","140","36","3.9"
"3021 HEATH AVE","Bronx","2092469","10463","208","215","0","215","26","8.3"
"225 REAR EAST  203 STREET","Bronx","2092506","10458","207","14","0","14","3","4.7"
"3488 WEBSTER AVENUE","Bronx","2092542","10467","207","69","1","70","15","4.7"
"512 SOUNDVIEW AVENUE","Bronx","2092620","10473","209","8","3","11","3","3.7"
"1139 NOBLE AVENUE","Bronx","2092821","10472","209","14","0","14","3","4.7"
"2164 POWELL AVENUE","Bronx","2092863","10462","209","67","0","67","12","5.6"
"1331 BEACH AVENUE","Bronx","2092896","10472","209","42","0","42","3","14"
"1319 BEACH AVENUE","Bronx","2092898","10472","209","10","1","11","3","3.7"
"367 BRONX PARK AVENUE","Bronx","2092917","10460","206","18","0","18","3","6"
"2593 ST RAYMOND AVENUE","Bronx","2093104","10461","210","13","1","14","4","3.5"
"2601 PONTON AVENUE","Bronx","2093112","10461","210","95","0","95","3","31.7"
"1957 LURTING AVENUE","Bronx","2093258","10461","211","24","0","24","5","4.8"
"2701 BARKER AVENUE","Bronx","2093451","10467","211","218","1","219","102","2.1"
"600 BRITTON STREET","Bronx","2093456","10467","211","199","1","200","81","2.5"
"2859 BARKER AVENUE","Bronx","2093463","10467","211","262","4","266","88","3"
"2753 TENBROECK AVENUE","Bronx","2093474","10469","211","29","0","29","3","9.7"
"2922 BARNES AVENUE","Bronx","2093477","10467","211","127","11","138","69","2"
"763 EAST  217 STREET","Bronx","2093557","10467","212","50","3","53","4","13.3"
"3017 EASTCHESTER ROAD","Bronx","2093643","10469","212","57","0","57","4","14.3"
"955 EAST  233 STREET","Bronx","2093766","10466","212","44","0","44","4","11"
"662 EAST  236 STREET","Bronx","2093770","10466","212","61","0","61","3","20.3"
"4641 WHITE PLAINS ROAD","Bronx","2093819","10470","212","50","0","50","9","5.6"
"4643 WHITEPLAINS ROAD","Bronx","2093820","10470","212","18","0","18","6","3"
"866 EAST 221 STREET","Bronx","2094188","10467","212","34","1","35","7","5"
"221 EAST TREMONT AVENUE","Bronx","2094515","10457","205","34","3","37","4","9.3"
"2523 BARNES AVENUE","Bronx","2095040","10467","211","87","0","87","7","12.4"
"2179 NEW ENGLAND THRUWAY","Bronx","2095420","10475","212","36","0","36","3","12"
"1370 ZEREGA AVENUE","Bronx","2095483","10462","210","16","0","16","3","5.3"
"789 ST ANNS AVENUE","Bronx","2096530","10456","201","16","3","19","4","4.8"
"855A UNDERHILL AVENUE","Bronx","2096828","10473","209","29","0","29","3","9.7"
"843A UNDERHILL AVENUE","Bronx","2096834","10473","209","16","0","16","3","5.3"
"1219 WOODYCREST AVENUE","Bronx","2097932","10452","204","14","0","14","3","4.7"
"1181 SHERMAN AVENUE","Bronx","2098340","10456","204","139","2","141","43","3.3"
"1199 NELSON AVENUE","Bronx","2098352","10452","204","10","0","10","3","3.3"
"2668 MILES AVENUE","Bronx","2099296","10465","210","24","0","24","3","8"
"1096 WOODYCREST AVENUE","Bronx","2099370","10452","204","9","1","10","3","3.3"
"507 TINTON AVENUE","Bronx","2099679","10455","201","13","0","13","3","4.3"
"513 TINTON AVENUE","Bronx","2099686","10455","201","32","0","32","3","10.7"
"585 EAST  189 STREET","Bronx","2099894","10458","206","25","6","31","4","7.8"
"1357 EAST  224 STREET","Bronx","2100030","10466","212","10","0","10","3","3.3"
"721 CRANFORD AVENUE","Bronx","2100039","10470","212","35","0","35","4","8.8"
"975 CAULDWELL AVENUE","Bronx","2100800","10456","203","19","0","19","3","6.3"
"725 EAST  182 STREET","Bronx","2101202","10457","206","11","0","11","3","3.7"
"718 GARDEN STREET","Bronx","2101295","10457","206","86","0","86","3","28.7"
"1066 WOODYCREST AVENUE","Bronx","2101559","10452","204","11","0","11","3","3.7"
"1439 VYSE AVENUE","Bronx","2102263","10459","203","18","0","18","3","6"
"1447 VYSE AVENUE","Bronx","2102267","10459","203","25","0","25","3","8.3"
"1235 HOE AVENUE","Bronx","2102271","10459","203","10","0","10","3","3.3"
"1811 HUNT AVENUE","Bronx","2102296","10462","211","26","1","27","3","9"
"944 JENNINGS STREET","Bronx","2102389","10460","203","174","1","175","84","2.1"
